,0,1
73,73,\count_cycle[17]
74,74,\count_cycle[18]
75,75,\count_cycle[19]
76,76,\count_cycle[1]
77,77,\count_cycle[20]
78,78,\count_cycle[21]
79,79,\count_cycle[22]
80,80,\count_cycle[23]
81,81,\count_cycle[24]
82,82,\count_cycle[25]
83,83,\count_cycle[26]
84,84,\count_cycle[27]
85,85,\count_cycle[28]
86,86,\count_cycle[29]
87,87,\count_cycle[2]
88,88,\count_cycle[30]
89,89,\count_cycle[31]
90,90,\count_cycle[32]
91,91,\count_cycle[33]
92,92,\count_cycle[34]
93,93,\count_cycle[35]
94,94,\count_cycle[36]
95,95,\count_cycle[37]
96,96,\count_cycle[38]
97,97,\count_cycle[39]
98,98,\count_cycle[3]
99,99,\count_cycle[40]
100,100,\count_cycle[41]
101,101,\count_cycle[42]
102,102,\count_cycle[43]
103,103,\count_cycle[44]
104,104,\count_cycle[45]
105,105,\count_cycle[46]
106,106,\count_cycle[47]
107,107,\count_cycle[48]
108,108,\count_cycle[49]
109,109,\count_cycle[4]
110,110,\count_cycle[50]
111,111,\count_cycle[51]
112,112,\count_cycle[52]
113,113,\count_cycle[53]
114,114,\count_cycle[54]
115,115,\count_cycle[55]
116,116,\count_cycle[56]
117,117,\count_cycle[57]
118,118,\count_cycle[58]
119,119,\count_cycle[59]
120,120,\count_cycle[5]
121,121,\count_cycle[60]
122,122,\count_cycle[61]
123,123,\count_cycle[62]
124,124,\count_cycle[63]
125,125,\count_cycle[6]
126,126,\count_cycle[7]
127,127,\count_cycle[8]
128,128,\count_cycle[9]
129,129,\count_instr[0]
130,130,\count_instr[10]
131,131,\count_instr[11]
132,132,\count_instr[12]
133,133,\count_instr[13]
134,134,\count_instr[14]
135,135,\count_instr[15]
136,136,\count_instr[16]
137,137,\count_instr[17]
138,138,\count_instr[18]
139,139,\count_instr[19]
140,140,\count_instr[1]
141,141,\count_instr[20]
142,142,\count_instr[21]
143,143,\count_instr[22]
144,144,\count_instr[23]
145,145,\count_instr[24]
146,146,\count_instr[25]
147,147,\count_instr[26]
148,148,\count_instr[27]
149,149,\count_instr[28]
150,150,\count_instr[29]
151,151,\count_instr[2]
152,152,\count_instr[30]
153,153,\count_instr[31]
154,154,\count_instr[32]
155,155,\count_instr[33]
156,156,\count_instr[34]
157,157,\count_instr[35]
158,158,\count_instr[36]
159,159,\count_instr[37]
160,160,\count_instr[38]
161,161,\count_instr[39]
162,162,\count_instr[3]
163,163,\count_instr[40]
164,164,\count_instr[41]
165,165,\count_instr[42]
166,166,\count_instr[43]
167,167,\count_instr[44]
168,168,\count_instr[45]
169,169,\count_instr[46]
170,170,\count_instr[47]
171,171,\count_instr[48]
172,172,\count_instr[49]
173,173,\count_instr[4]
174,174,\count_instr[50]
175,175,\count_instr[51]
176,176,\count_instr[52]
177,177,\count_instr[53]
178,178,\count_instr[54]
179,179,\count_instr[55]
180,180,\count_instr[56]
181,181,\count_instr[57]
182,182,\count_instr[58]
183,183,\count_instr[59]
184,184,\count_instr[5]
185,185,\count_instr[60]
186,186,\count_instr[61]
187,187,\count_instr[62]
188,188,\count_instr[63]
189,189,\count_instr[6]
190,190,\count_instr[7]
191,191,\count_instr[8]
192,192,\count_instr[9]
193,193,\cpu_state[0]
194,194,\cpu_state[1]
195,195,\cpu_state[2]
196,196,\cpu_state[3]
197,197,\cpu_state[4]
198,198,\cpu_state[5]
199,199,\cpu_state[6]
200,200,\cpuregs[0][0]
201,201,\cpuregs[0][10]
202,202,\cpuregs[0][11]
203,203,\cpuregs[0][12]
204,204,\cpuregs[0][13]
205,205,\cpuregs[0][14]
206,206,\cpuregs[0][15]
207,207,\cpuregs[0][16]
208,208,\cpuregs[0][17]
209,209,\cpuregs[0][18]
210,210,\cpuregs[0][19]
211,211,\cpuregs[0][1]
212,212,\cpuregs[0][20]
213,213,\cpuregs[0][21]
214,214,\cpuregs[0][22]
215,215,\cpuregs[0][23]
216,216,\cpuregs[0][24]
217,217,\cpuregs[0][25]
218,218,\cpuregs[0][26]
219,219,\cpuregs[0][27]
220,220,\cpuregs[0][28]
221,221,\cpuregs[0][29]
222,222,\cpuregs[0][2]
223,223,\cpuregs[0][30]
224,224,\cpuregs[0][31]
225,225,\cpuregs[0][3]
226,226,\cpuregs[0][4]
227,227,\cpuregs[0][5]
228,228,\cpuregs[0][6]
229,229,\cpuregs[0][7]
230,230,\cpuregs[0][8]
231,231,\cpuregs[0][9]
232,232,\cpuregs[10][0]
233,233,\cpuregs[10][10]
234,234,\cpuregs[10][11]
235,235,\cpuregs[10][12]
236,236,\cpuregs[10][13]
237,237,\cpuregs[10][14]
238,238,\cpuregs[10][15]
239,239,\cpuregs[10][16]
240,240,\cpuregs[10][17]
241,241,\cpuregs[10][18]
242,242,\cpuregs[10][19]
243,243,\cpuregs[10][1]
244,244,\cpuregs[10][20]
245,245,\cpuregs[10][21]
246,246,\cpuregs[10][22]
247,247,\cpuregs[10][23]
248,248,\cpuregs[10][24]
249,249,\cpuregs[10][25]
250,250,\cpuregs[10][26]
251,251,\cpuregs[10][27]
252,252,\cpuregs[10][28]
253,253,\cpuregs[10][29]
254,254,\cpuregs[10][2]
255,255,\cpuregs[10][30]
256,256,\cpuregs[10][31]
257,257,\cpuregs[10][3]
258,258,\cpuregs[10][4]
259,259,\cpuregs[10][5]
260,260,\cpuregs[10][6]
261,261,\cpuregs[10][7]
262,262,\cpuregs[10][8]
263,263,\cpuregs[10][9]
264,264,\cpuregs[11][0]
265,265,\cpuregs[11][10]
266,266,\cpuregs[11][11]
267,267,\cpuregs[11][12]
268,268,\cpuregs[11][13]
269,269,\cpuregs[11][14]
270,270,\cpuregs[11][15]
271,271,\cpuregs[11][16]
272,272,\cpuregs[11][17]
273,273,\cpuregs[11][18]
274,274,\cpuregs[11][19]
275,275,\cpuregs[11][1]
276,276,\cpuregs[11][20]
277,277,\cpuregs[11][21]
278,278,\cpuregs[11][22]
279,279,\cpuregs[11][23]
280,280,\cpuregs[11][24]
281,281,\cpuregs[11][25]
282,282,\cpuregs[11][26]
283,283,\cpuregs[11][27]
284,284,\cpuregs[11][28]
285,285,\cpuregs[11][29]
286,286,\cpuregs[11][2]
287,287,\cpuregs[11][30]
288,288,\cpuregs[11][31]
289,289,\cpuregs[11][3]
290,290,\cpuregs[11][4]
291,291,\cpuregs[11][5]
292,292,\cpuregs[11][6]
293,293,\cpuregs[11][7]
294,294,\cpuregs[11][8]
295,295,\cpuregs[11][9]
296,296,\cpuregs[12][0]
297,297,\cpuregs[12][10]
298,298,\cpuregs[12][11]
299,299,\cpuregs[12][12]
300,300,\cpuregs[12][13]
301,301,\cpuregs[12][14]
302,302,\cpuregs[12][15]
303,303,\cpuregs[12][16]
304,304,\cpuregs[12][17]
305,305,\cpuregs[12][18]
306,306,\cpuregs[12][19]
307,307,\cpuregs[12][1]
308,308,\cpuregs[12][20]
309,309,\cpuregs[12][21]
310,310,\cpuregs[12][22]
311,311,\cpuregs[12][23]
312,312,\cpuregs[12][24]
313,313,\cpuregs[12][25]
314,314,\cpuregs[12][26]
315,315,\cpuregs[12][27]
316,316,\cpuregs[12][28]
317,317,\cpuregs[12][29]
318,318,\cpuregs[12][2]
319,319,\cpuregs[12][30]
320,320,\cpuregs[12][31]
321,321,\cpuregs[12][3]
322,322,\cpuregs[12][4]
323,323,\cpuregs[12][5]
324,324,\cpuregs[12][6]
325,325,\cpuregs[12][7]
326,326,\cpuregs[12][8]
327,327,\cpuregs[12][9]
328,328,\cpuregs[13][0]
329,329,\cpuregs[13][10]
330,330,\cpuregs[13][11]
331,331,\cpuregs[13][12]
332,332,\cpuregs[13][13]
333,333,\cpuregs[13][14]
334,334,\cpuregs[13][15]
335,335,\cpuregs[13][16]
336,336,\cpuregs[13][17]
337,337,\cpuregs[13][18]
338,338,\cpuregs[13][19]
339,339,\cpuregs[13][1]
340,340,\cpuregs[13][20]
341,341,\cpuregs[13][21]
342,342,\cpuregs[13][22]
343,343,\cpuregs[13][23]
344,344,\cpuregs[13][24]
345,345,\cpuregs[13][25]
346,346,\cpuregs[13][26]
347,347,\cpuregs[13][27]
348,348,\cpuregs[13][28]
349,349,\cpuregs[13][29]
350,350,\cpuregs[13][2]
351,351,\cpuregs[13][30]
352,352,\cpuregs[13][31]
353,353,\cpuregs[13][3]
354,354,\cpuregs[13][4]
355,355,\cpuregs[13][5]
356,356,\cpuregs[13][6]
357,357,\cpuregs[13][7]
358,358,\cpuregs[13][8]
359,359,\cpuregs[13][9]
360,360,\cpuregs[14][0]
361,361,\cpuregs[14][10]
362,362,\cpuregs[14][11]
363,363,\cpuregs[14][12]
364,364,\cpuregs[14][13]
365,365,\cpuregs[14][14]
366,366,\cpuregs[14][15]
367,367,\cpuregs[14][16]
368,368,\cpuregs[14][17]
369,369,\cpuregs[14][18]
370,370,\cpuregs[14][19]
371,371,\cpuregs[14][1]
372,372,\cpuregs[14][20]
373,373,\cpuregs[14][21]
374,374,\cpuregs[14][22]
375,375,\cpuregs[14][23]
376,376,\cpuregs[14][24]
377,377,\cpuregs[14][25]
378,378,\cpuregs[14][26]
379,379,\cpuregs[14][27]
380,380,\cpuregs[14][28]
381,381,\cpuregs[14][29]
382,382,\cpuregs[14][2]
383,383,\cpuregs[14][30]
384,384,\cpuregs[14][31]
385,385,\cpuregs[14][3]
386,386,\cpuregs[14][4]
387,387,\cpuregs[14][5]
388,388,\cpuregs[14][6]
389,389,\cpuregs[14][7]
390,390,\cpuregs[14][8]
391,391,\cpuregs[14][9]
392,392,\cpuregs[15][0]
393,393,\cpuregs[15][10]
394,394,\cpuregs[15][11]
395,395,\cpuregs[15][12]
396,396,\cpuregs[15][13]
397,397,\cpuregs[15][14]
398,398,\cpuregs[15][15]
399,399,\cpuregs[15][16]
400,400,\cpuregs[15][17]
401,401,\cpuregs[15][18]
402,402,\cpuregs[15][19]
403,403,\cpuregs[15][1]
404,404,\cpuregs[15][20]
405,405,\cpuregs[15][21]
406,406,\cpuregs[15][22]
407,407,\cpuregs[15][23]
408,408,\cpuregs[15][24]
409,409,\cpuregs[15][25]
410,410,\cpuregs[15][26]
411,411,\cpuregs[15][27]
412,412,\cpuregs[15][28]
413,413,\cpuregs[15][29]
414,414,\cpuregs[15][2]
415,415,\cpuregs[15][30]
416,416,\cpuregs[15][31]
417,417,\cpuregs[15][3]
418,418,\cpuregs[15][4]
419,419,\cpuregs[15][5]
420,420,\cpuregs[15][6]
421,421,\cpuregs[15][7]
422,422,\cpuregs[15][8]
423,423,\cpuregs[15][9]
424,424,\cpuregs[16][0]
425,425,\cpuregs[16][10]
426,426,\cpuregs[16][11]
427,427,\cpuregs[16][12]
428,428,\cpuregs[16][13]
429,429,\cpuregs[16][14]
430,430,\cpuregs[16][15]
431,431,\cpuregs[16][16]
432,432,\cpuregs[16][17]
433,433,\cpuregs[16][18]
434,434,\cpuregs[16][19]
435,435,\cpuregs[16][1]
436,436,\cpuregs[16][20]
437,437,\cpuregs[16][21]
438,438,\cpuregs[16][22]
439,439,\cpuregs[16][23]
440,440,\cpuregs[16][24]
441,441,\cpuregs[16][25]
442,442,\cpuregs[16][26]
443,443,\cpuregs[16][27]
444,444,\cpuregs[16][28]
445,445,\cpuregs[16][29]
446,446,\cpuregs[16][2]
447,447,\cpuregs[16][30]
448,448,\cpuregs[16][31]
449,449,\cpuregs[16][3]
450,450,\cpuregs[16][4]
451,451,\cpuregs[16][5]
452,452,\cpuregs[16][6]
453,453,\cpuregs[16][7]
454,454,\cpuregs[16][8]
455,455,\cpuregs[16][9]
456,456,\cpuregs[17][0]
457,457,\cpuregs[17][10]
458,458,\cpuregs[17][11]
459,459,\cpuregs[17][12]
460,460,\cpuregs[17][13]
461,461,\cpuregs[17][14]
462,462,\cpuregs[17][15]
463,463,\cpuregs[17][16]
464,464,\cpuregs[17][17]
465,465,\cpuregs[17][18]
466,466,\cpuregs[17][19]
467,467,\cpuregs[17][1]
468,468,\cpuregs[17][20]
469,469,\cpuregs[17][21]
470,470,\cpuregs[17][22]
471,471,\cpuregs[17][23]
472,472,\cpuregs[17][24]
473,473,\cpuregs[17][25]
474,474,\cpuregs[17][26]
475,475,\cpuregs[17][27]
476,476,\cpuregs[17][28]
477,477,\cpuregs[17][29]
478,478,\cpuregs[17][2]
479,479,\cpuregs[17][30]
480,480,\cpuregs[17][31]
481,481,\cpuregs[17][3]
482,482,\cpuregs[17][4]
483,483,\cpuregs[17][5]
484,484,\cpuregs[17][6]
485,485,\cpuregs[17][7]
486,486,\cpuregs[17][8]
487,487,\cpuregs[17][9]
488,488,\cpuregs[18][0]
489,489,\cpuregs[18][10]
490,490,\cpuregs[18][11]
491,491,\cpuregs[18][12]
492,492,\cpuregs[18][13]
493,493,\cpuregs[18][14]
494,494,\cpuregs[18][15]
495,495,\cpuregs[18][16]
496,496,\cpuregs[18][17]
497,497,\cpuregs[18][18]
498,498,\cpuregs[18][19]
499,499,\cpuregs[18][1]
500,500,\cpuregs[18][20]
501,501,\cpuregs[18][21]
502,502,\cpuregs[18][22]
503,503,\cpuregs[18][23]
504,504,\cpuregs[18][24]
505,505,\cpuregs[18][25]
506,506,\cpuregs[18][26]
507,507,\cpuregs[18][27]
508,508,\cpuregs[18][28]
509,509,\cpuregs[18][29]
510,510,\cpuregs[18][2]
511,511,\cpuregs[18][30]
512,512,\cpuregs[18][31]
513,513,\cpuregs[18][3]
514,514,\cpuregs[18][4]
515,515,\cpuregs[18][5]
516,516,\cpuregs[18][6]
517,517,\cpuregs[18][7]
518,518,\cpuregs[18][8]
519,519,\cpuregs[18][9]
520,520,\cpuregs[19][0]
521,521,\cpuregs[19][10]
522,522,\cpuregs[19][11]
523,523,\cpuregs[19][12]
524,524,\cpuregs[19][13]
525,525,\cpuregs[19][14]
526,526,\cpuregs[19][15]
527,527,\cpuregs[19][16]
528,528,\cpuregs[19][17]
529,529,\cpuregs[19][18]
530,530,\cpuregs[19][19]
531,531,\cpuregs[19][1]
532,532,\cpuregs[19][20]
533,533,\cpuregs[19][21]
534,534,\cpuregs[19][22]
535,535,\cpuregs[19][23]
536,536,\cpuregs[19][24]
537,537,\cpuregs[19][25]
538,538,\cpuregs[19][26]
539,539,\cpuregs[19][27]
540,540,\cpuregs[19][28]
541,541,\cpuregs[19][29]
542,542,\cpuregs[19][2]
543,543,\cpuregs[19][30]
544,544,\cpuregs[19][31]
545,545,\cpuregs[19][3]
546,546,\cpuregs[19][4]
547,547,\cpuregs[19][5]
548,548,\cpuregs[19][6]
549,549,\cpuregs[19][7]
550,550,\cpuregs[19][8]
551,551,\cpuregs[19][9]
552,552,\cpuregs[1][0]
553,553,\cpuregs[1][10]
554,554,\cpuregs[1][11]
555,555,\cpuregs[1][12]
556,556,\cpuregs[1][13]
557,557,\cpuregs[1][14]
558,558,\cpuregs[1][15]
559,559,\cpuregs[1][16]
560,560,\cpuregs[1][17]
561,561,\cpuregs[1][18]
562,562,\cpuregs[1][19]
563,563,\cpuregs[1][1]
564,564,\cpuregs[1][20]
565,565,\cpuregs[1][21]
566,566,\cpuregs[1][22]
567,567,\cpuregs[1][23]
568,568,\cpuregs[1][24]
569,569,\cpuregs[1][25]
570,570,\cpuregs[1][26]
571,571,\cpuregs[1][27]
572,572,\cpuregs[1][28]
573,573,\cpuregs[1][29]
574,574,\cpuregs[1][2]
575,575,\cpuregs[1][30]
576,576,\cpuregs[1][31]
577,577,\cpuregs[1][3]
578,578,\cpuregs[1][4]
579,579,\cpuregs[1][5]
580,580,\cpuregs[1][6]
581,581,\cpuregs[1][7]
582,582,\cpuregs[1][8]
583,583,\cpuregs[1][9]
584,584,\cpuregs[20][0]
585,585,\cpuregs[20][10]
586,586,\cpuregs[20][11]
587,587,\cpuregs[20][12]
588,588,\cpuregs[20][13]
589,589,\cpuregs[20][14]
590,590,\cpuregs[20][15]
591,591,\cpuregs[20][16]
592,592,\cpuregs[20][17]
593,593,\cpuregs[20][18]
594,594,\cpuregs[20][19]
595,595,\cpuregs[20][1]
596,596,\cpuregs[20][20]
597,597,\cpuregs[20][21]
598,598,\cpuregs[20][22]
599,599,\cpuregs[20][23]
600,600,\cpuregs[20][24]
601,601,\cpuregs[20][25]
602,602,\cpuregs[20][26]
603,603,\cpuregs[20][27]
604,604,\cpuregs[20][28]
605,605,\cpuregs[20][29]
606,606,\cpuregs[20][2]
607,607,\cpuregs[20][30]
608,608,\cpuregs[20][31]
609,609,\cpuregs[20][3]
610,610,\cpuregs[20][4]
611,611,\cpuregs[20][5]
612,612,\cpuregs[20][6]
613,613,\cpuregs[20][7]
614,614,\cpuregs[20][8]
615,615,\cpuregs[20][9]
616,616,\cpuregs[21][0]
617,617,\cpuregs[21][10]
618,618,\cpuregs[21][11]
619,619,\cpuregs[21][12]
620,620,\cpuregs[21][13]
621,621,\cpuregs[21][14]
622,622,\cpuregs[21][15]
623,623,\cpuregs[21][16]
624,624,\cpuregs[21][17]
625,625,\cpuregs[21][18]
626,626,\cpuregs[21][19]
627,627,\cpuregs[21][1]
628,628,\cpuregs[21][20]
629,629,\cpuregs[21][21]
630,630,\cpuregs[21][22]
631,631,\cpuregs[21][23]
632,632,\cpuregs[21][24]
633,633,\cpuregs[21][25]
634,634,\cpuregs[21][26]
635,635,\cpuregs[21][27]
636,636,\cpuregs[21][28]
637,637,\cpuregs[21][29]
638,638,\cpuregs[21][2]
639,639,\cpuregs[21][30]
640,640,\cpuregs[21][31]
641,641,\cpuregs[21][3]
642,642,\cpuregs[21][4]
643,643,\cpuregs[21][5]
644,644,\cpuregs[21][6]
645,645,\cpuregs[21][7]
646,646,\cpuregs[21][8]
647,647,\cpuregs[21][9]
648,648,\cpuregs[22][0]
649,649,\cpuregs[22][10]
650,650,\cpuregs[22][11]
651,651,\cpuregs[22][12]
652,652,\cpuregs[22][13]
653,653,\cpuregs[22][14]
654,654,\cpuregs[22][15]
655,655,\cpuregs[22][16]
656,656,\cpuregs[22][17]
657,657,\cpuregs[22][18]
658,658,\cpuregs[22][19]
659,659,\cpuregs[22][1]
660,660,\cpuregs[22][20]
661,661,\cpuregs[22][21]
662,662,\cpuregs[22][22]
663,663,\cpuregs[22][23]
664,664,\cpuregs[22][24]
665,665,\cpuregs[22][25]
666,666,\cpuregs[22][26]
667,667,\cpuregs[22][27]
668,668,\cpuregs[22][28]
669,669,\cpuregs[22][29]
670,670,\cpuregs[22][2]
671,671,\cpuregs[22][30]
672,672,\cpuregs[22][31]
673,673,\cpuregs[22][3]
674,674,\cpuregs[22][4]
675,675,\cpuregs[22][5]
676,676,\cpuregs[22][6]
677,677,\cpuregs[22][7]
678,678,\cpuregs[22][8]
679,679,\cpuregs[22][9]
680,680,\cpuregs[23][0]
681,681,\cpuregs[23][10]
682,682,\cpuregs[23][11]
683,683,\cpuregs[23][12]
684,684,\cpuregs[23][13]
685,685,\cpuregs[23][14]
686,686,\cpuregs[23][15]
687,687,\cpuregs[23][16]
688,688,\cpuregs[23][17]
689,689,\cpuregs[23][18]
690,690,\cpuregs[23][19]
691,691,\cpuregs[23][1]
692,692,\cpuregs[23][20]
693,693,\cpuregs[23][21]
694,694,\cpuregs[23][22]
695,695,\cpuregs[23][23]
696,696,\cpuregs[23][24]
697,697,\cpuregs[23][25]
698,698,\cpuregs[23][26]
699,699,\cpuregs[23][27]
700,700,\cpuregs[23][28]
701,701,\cpuregs[23][29]
702,702,\cpuregs[23][2]
703,703,\cpuregs[23][30]
704,704,\cpuregs[23][31]
705,705,\cpuregs[23][3]
706,706,\cpuregs[23][4]
707,707,\cpuregs[23][5]
708,708,\cpuregs[23][6]
709,709,\cpuregs[23][7]
710,710,\cpuregs[23][8]
711,711,\cpuregs[23][9]
712,712,\cpuregs[24][0]
713,713,\cpuregs[24][10]
714,714,\cpuregs[24][11]
715,715,\cpuregs[24][12]
716,716,\cpuregs[24][13]
717,717,\cpuregs[24][14]
718,718,\cpuregs[24][15]
719,719,\cpuregs[24][16]
720,720,\cpuregs[24][17]
721,721,\cpuregs[24][18]
722,722,\cpuregs[24][19]
723,723,\cpuregs[24][1]
724,724,\cpuregs[24][20]
725,725,\cpuregs[24][21]
726,726,\cpuregs[24][22]
727,727,\cpuregs[24][23]
728,728,\cpuregs[24][24]
729,729,\cpuregs[24][25]
730,730,\cpuregs[24][26]
731,731,\cpuregs[24][27]
732,732,\cpuregs[24][28]
733,733,\cpuregs[24][29]
734,734,\cpuregs[24][2]
735,735,\cpuregs[24][30]
736,736,\cpuregs[24][31]
737,737,\cpuregs[24][3]
738,738,\cpuregs[24][4]
739,739,\cpuregs[24][5]
740,740,\cpuregs[24][6]
741,741,\cpuregs[24][7]
742,742,\cpuregs[24][8]
743,743,\cpuregs[24][9]
744,744,\cpuregs[25][0]
745,745,\cpuregs[25][10]
746,746,\cpuregs[25][11]
747,747,\cpuregs[25][12]
748,748,\cpuregs[25][13]
749,749,\cpuregs[25][14]
750,750,\cpuregs[25][15]
751,751,\cpuregs[25][16]
752,752,\cpuregs[25][17]
753,753,\cpuregs[25][18]
754,754,\cpuregs[25][19]
755,755,\cpuregs[25][1]
756,756,\cpuregs[25][20]
757,757,\cpuregs[25][21]
758,758,\cpuregs[25][22]
759,759,\cpuregs[25][23]
760,760,\cpuregs[25][24]
761,761,\cpuregs[25][25]
762,762,\cpuregs[25][26]
763,763,\cpuregs[25][27]
764,764,\cpuregs[25][28]
765,765,\cpuregs[25][29]
766,766,\cpuregs[25][2]
767,767,\cpuregs[25][30]
768,768,\cpuregs[25][31]
769,769,\cpuregs[25][3]
770,770,\cpuregs[25][4]
771,771,\cpuregs[25][5]
772,772,\cpuregs[25][6]
773,773,\cpuregs[25][7]
774,774,\cpuregs[25][8]
775,775,\cpuregs[25][9]
776,776,\cpuregs[26][0]
777,777,\cpuregs[26][10]
778,778,\cpuregs[26][11]
779,779,\cpuregs[26][12]
780,780,\cpuregs[26][13]
781,781,\cpuregs[26][14]
782,782,\cpuregs[26][15]
783,783,\cpuregs[26][16]
784,784,\cpuregs[26][17]
785,785,\cpuregs[26][18]
786,786,\cpuregs[26][19]
787,787,\cpuregs[26][1]
788,788,\cpuregs[26][20]
789,789,\cpuregs[26][21]
790,790,\cpuregs[26][22]
791,791,\cpuregs[26][23]
792,792,\cpuregs[26][24]
793,793,\cpuregs[26][25]
794,794,\cpuregs[26][26]
795,795,\cpuregs[26][27]
796,796,\cpuregs[26][28]
797,797,\cpuregs[26][29]
798,798,\cpuregs[26][2]
799,799,\cpuregs[26][30]
800,800,\cpuregs[26][31]
801,801,\cpuregs[26][3]
802,802,\cpuregs[26][4]
803,803,\cpuregs[26][5]
804,804,\cpuregs[26][6]
805,805,\cpuregs[26][7]
806,806,\cpuregs[26][8]
807,807,\cpuregs[26][9]
808,808,\cpuregs[27][0]
809,809,\cpuregs[27][10]
810,810,\cpuregs[27][11]
811,811,\cpuregs[27][12]
812,812,\cpuregs[27][13]
813,813,\cpuregs[27][14]
814,814,\cpuregs[27][15]
815,815,\cpuregs[27][16]
816,816,\cpuregs[27][17]
817,817,\cpuregs[27][18]
818,818,\cpuregs[27][19]
819,819,\cpuregs[27][1]
820,820,\cpuregs[27][20]
821,821,\cpuregs[27][21]
822,822,\cpuregs[27][22]
823,823,\cpuregs[27][23]
824,824,\cpuregs[27][24]
825,825,\cpuregs[27][25]
826,826,\cpuregs[27][26]
827,827,\cpuregs[27][27]
828,828,\cpuregs[27][28]
829,829,\cpuregs[27][29]
830,830,\cpuregs[27][2]
831,831,\cpuregs[27][30]
832,832,\cpuregs[27][31]
833,833,\cpuregs[27][3]
834,834,\cpuregs[27][4]
835,835,\cpuregs[27][5]
836,836,\cpuregs[27][6]
837,837,\cpuregs[27][7]
838,838,\cpuregs[27][8]
839,839,\cpuregs[27][9]
840,840,\cpuregs[28][0]
841,841,\cpuregs[28][10]
842,842,\cpuregs[28][11]
843,843,\cpuregs[28][12]
844,844,\cpuregs[28][13]
845,845,\cpuregs[28][14]
846,846,\cpuregs[28][15]
847,847,\cpuregs[28][16]
848,848,\cpuregs[28][17]
849,849,\cpuregs[28][18]
850,850,\cpuregs[28][19]
851,851,\cpuregs[28][1]
852,852,\cpuregs[28][20]
853,853,\cpuregs[28][21]
854,854,\cpuregs[28][22]
855,855,\cpuregs[28][23]
856,856,\cpuregs[28][24]
857,857,\cpuregs[28][25]
858,858,\cpuregs[28][26]
859,859,\cpuregs[28][27]
860,860,\cpuregs[28][28]
861,861,\cpuregs[28][29]
862,862,\cpuregs[28][2]
863,863,\cpuregs[28][30]
864,864,\cpuregs[28][31]
865,865,\cpuregs[28][3]
866,866,\cpuregs[28][4]
867,867,\cpuregs[28][5]
868,868,\cpuregs[28][6]
869,869,\cpuregs[28][7]
870,870,\cpuregs[28][8]
871,871,\cpuregs[28][9]
872,872,\cpuregs[29][0]
873,873,\cpuregs[29][10]
874,874,\cpuregs[29][11]
875,875,\cpuregs[29][12]
876,876,\cpuregs[29][13]
877,877,\cpuregs[29][14]
878,878,\cpuregs[29][15]
879,879,\cpuregs[29][16]
880,880,\cpuregs[29][17]
881,881,\cpuregs[29][18]
882,882,\cpuregs[29][19]
883,883,\cpuregs[29][1]
884,884,\cpuregs[29][20]
885,885,\cpuregs[29][21]
886,886,\cpuregs[29][22]
887,887,\cpuregs[29][23]
888,888,\cpuregs[29][24]
889,889,\cpuregs[29][25]
890,890,\cpuregs[29][26]
891,891,\cpuregs[29][27]
892,892,\cpuregs[29][28]
893,893,\cpuregs[29][29]
894,894,\cpuregs[29][2]
895,895,\cpuregs[29][30]
896,896,\cpuregs[29][31]
897,897,\cpuregs[29][3]
898,898,\cpuregs[29][4]
899,899,\cpuregs[29][5]
900,900,\cpuregs[29][6]
901,901,\cpuregs[29][7]
902,902,\cpuregs[29][8]
